"hospital_name","city","state","county_name","hospital_type","hospital_ownership","emergency_services","beds","trauma","mortality_national_comparison","rating"
"ST JOSEPH MEDICAL CENTER","HOUSTON","TX","HARRIS","Acute Care Hospitals","Proprietary","True",149,"LEVEL II","Same as the National average","3.0"
"BON SECOURS MEMORIAL REGIONAL MEDICAL CENTER","MECHANICSVILLE","VA","HANOVER","Acute Care Hospitals","Voluntary non-profit - Church","True",225,"NOT AVAILABLE","Same as the National average","4.0"
"STONEWALL JACKSON MEMORIAL HOSPITAL","WESTON","WV","LEWIS","Acute Care Hospitals","Voluntary non-profit - Private","True",70,"LEVEL IV","Same as the National average","3.0"
"BROWNFIELD REGIONAL MEDICAL CENTER","BROWNFIELD","TX","TERRY","Acute Care Hospitals","Government - Hospital District or Authority","True",45,"LEVEL IV","Same as the National average","3.0"
"ASHLEY REGIONAL MEDICAL CENTER","VERNAL","UT","UINTAH","Acute Care Hospitals","Proprietary","True",39,"LEVEL IV","Same as the National average","3.0"
"MOUNTAIN VIEW HOSPITAL","PAYSON","UT","UTAH","Acute Care Hospitals","Proprietary","True",124,"LEVEL IV","Same as the National average","3.0"
"MOUNTAIN VIEW HOSPITAL","PAYSON","UT","UTAH","Acute Care Hospitals","Proprietary","True",68,"NOT AVAILABLE","Same as the National average","3.0"
"MOUNTAIN VIEW HOSPITAL","PAYSON","UT","UTAH","Acute Care Hospitals","Proprietary","True",43,"NOT AVAILABLE","Same as the National average","3.0"
"WATERTOWN REGIONAL MEDICAL CENTER","WATERTOWN","WI","DODGE","Acute Care Hospitals","Voluntary non-profit - Private","True",95,"NOT AVAILABLE","Same as the National average","4.0"
"VIRGINIA HOSPITAL CENTER","ARLINGTON","VA","ARLINGTON","Acute Care Hospitals","Voluntary non-profit - Private","True",334,"NOT AVAILABLE","Same as the National average","4.0"
"DIXIE REGIONAL MEDICAL CENTER","ST GEORGE","UT","WASHINGTON","Acute Care Hospitals","Voluntary non-profit - Private","True",261,"NOT AVAILABLE","Below the National average","4.0"
"INOVA FAIR OAKS HOSPITAL","FAIRFAX","VA","FAIRFAX","Acute Care Hospitals","Voluntary non-profit - Other","True",182,"NOT AVAILABLE","Same as the National average","4.0"
"LEGACY SALMON CREEK MEDICAL CENTER","VANCOUVER","WA","CLARK","Acute Care Hospitals","Voluntary non-profit - Private","True",220,"NOT AVAILABLE","Same as the National average","4.0"
"SAINT THOMAS RIVER PARK HOSPITAL","MC MINNVILLE","TN","WARREN","Acute Care Hospitals","Proprietary","True",125,"NOT AVAILABLE","Same as the National average","3.0"
"SCENIC MOUNTAIN MEDICAL CENTER","BIG SPRING","TX","HOWARD","Acute Care Hospitals","Proprietary","True",150,"LEVEL IV","Below the National average","2.0"
"SOUTHWESTERN VERMONT MEDICAL CENTER","BENNINGTON","VT","BENNINGTON","Acute Care Hospitals","Voluntary non-profit - Private","True",99,"NOT AVAILABLE","Above the National average","4.0"
"RIVERVIEW REGIONAL MEDICAL CENTER","CARTHAGE","TN","SMITH","Critical Access Hospitals","Proprietary","True",281,"LEVEL III","Same as the National average","3.0"
"RIVERVIEW REGIONAL MEDICAL CENTER","CARTHAGE","TN","SMITH","Critical Access Hospitals","Proprietary","True",35,"NOT AVAILABLE","Same as the National average","3.0"
"CHRISTUS SPOHN HOSPITAL BEEVILLE","BEEVILLE","TX","BEE","Acute Care Hospitals","Voluntary non-profit - Church","True",69,"LEVEL IV","Same as the National average","3.0"
"ST MARY'S MEDICAL CENTER","HUNTINGTON","WV","CABELL","Acute Care Hospitals","Voluntary non-profit - Church","True",460,"LEVEL I","Above the National average","3.0"
"ST MARY'S MEDICAL CENTER","HUNTINGTON","WV","CABELL","Acute Care Hospitals","Voluntary non-profit - Church","True",393,"LEVEL II","Above the National average","3.0"
"RESTON HOSPITAL CENTER","RESTON","VA","FAIRFAX","Acute Care Hospitals","Voluntary non-profit - Private","True",187,"LEVEL II","Same as the National average","2.0"
"HENRICO DOCTORS' HOSPITAL","RICHMOND","VA","HENRICO","Acute Care Hospitals","Proprietary","True",340,"LEVEL II","Same as the National average","4.0"
"RIVERSIDE SHORE MEMORIAL HOSPITAL","NASSAWADOX","VA","NORTHAMPTON","Acute Care Hospitals","Voluntary non-profit - Private","True",143,"NOT AVAILABLE","Same as the National average","4.0"
"WELCH COMMUNITY HOSPITAL","WELCH","WV","MCDOWELL","Acute Care Hospitals","Government - State","True",124,"NOT AVAILABLE","Not Available","3.0"
"TEXAS ORTHOPEDIC HOSPITAL","HOUSTON","TX","HARRIS","Acute Care Hospitals","Voluntary non-profit - Other","True",49,"NOT AVAILABLE","Not Available","5.0"
"WYOMING MEDICAL CENTER","CASPER","WY","NATRONA","Acute Care Hospitals","Government - Local","True",212,"RTC","Below the National average","3.0"
"AURORA BAYCARE MEDICAL CTR","GREEN BAY","WI","BROWN","Acute Care Hospitals","Proprietary","True",167,"LEVEL II","Same as the National average","4.0"
"METHODIST MANSFIELD MEDICAL CENTER","MANSFIELD","TX","TARRANT","Acute Care Hospitals","Voluntary non-profit - Private","True",254,"LEVEL III","Same as the National average","3.0"
"TEXAS HEALTH HARRIS METHODIST HOSPITAL ALLIANCE","FORT WORTH","TX","TARRANT","Acute Care Hospitals","Voluntary non-profit - Private","True",74,"NOT AVAILABLE","Same as the National average","4.0"
"SACRED HEART HOSPITAL","EAU CLAIRE","WI","EAU CLAIRE","Acute Care Hospitals","Voluntary non-profit - Church","True",119,"NOT AVAILABLE","Same as the National average","4.0"
"SACRED HEART HOSPITAL","EAU CLAIRE","WI","EAU CLAIRE","Acute Care Hospitals","Voluntary non-profit - Church","True",344,"NOT AVAILABLE","Same as the National average","4.0"
"SENTARA CAREPLEX HOSPITAL","HAMPTON","VA","HAMPTON CITY","Acute Care Hospitals","Voluntary non-profit - Private","True",200,"NOT AVAILABLE","Below the National average","3.0"
"ST VINCENT HOSPITAL","GREEN BAY","WI","BROWN","Acute Care Hospitals","Voluntary non-profit - Church","True",376,"LEVEL I","Below the National average","2.0"
"ST VINCENT HOSPITAL","GREEN BAY","WI","BROWN","Acute Care Hospitals","Voluntary non-profit - Church","True",283,"NOT AVAILABLE","Below the National average","2.0"
"ST VINCENT HOSPITAL","GREEN BAY","WI","BROWN","Acute Care Hospitals","Voluntary non-profit - Church","True",517,"LEVEL II","Below the National average","2.0"
"MISSION REGIONAL MEDICAL CENTER","MISSION","TX","HIDALGO","Acute Care Hospitals","Voluntary non-profit - Private","True",297,"LEVEL IV","Above the National average","4.0"
"FORT MEMORIAL HOSPITAL","FORT ATKINSON","WI","JEFFERSON","Acute Care Hospitals","Voluntary non-profit - Private","True",49,"NOT AVAILABLE","Same as the National average","4.0"
"WISE REGIONAL HEALTH SYSTEM","DECATUR","TX","WISE","Acute Care Hospitals","Government - Hospital District or Authority","True",-999,"NOT AVAILABLE","Same as the National average","3.0"
"WISE REGIONAL HEALTH SYSTEM","DECATUR","TX","WISE","Acute Care Hospitals","Government - Hospital District or Authority","True",99,"LEVEL IV","Same as the National average","3.0"
"ST JOSEPH HOSPITAL","BUCKHANNON","WV","UPSHUR","Critical Access Hospitals","Voluntary non-profit - Private","True",145,"NOT AVAILABLE","Same as the National average","3.0"
"ST JOSEPH HOSPITAL","BUCKHANNON","WV","UPSHUR","Critical Access Hospitals","Voluntary non-profit - Private","True",51,"LEVEL IV","Same as the National average","3.0"
"ST JOSEPH HOSPITAL","BUCKHANNON","WV","UPSHUR","Critical Access Hospitals","Voluntary non-profit - Private","True",208,"LEVEL III","Same as the National average","3.0"
"THEDACARE MEDICAL CENTER - WAUPACA INC","WAUPACA","WI","WAUPACA","Critical Access Hospitals","Voluntary non-profit - Private","True",25,"NOT AVAILABLE","Same as the National average","3.0"
"TITUS REGIONAL MEDICAL CENTER","MOUNT PLEASANT","TX","TITUS","Acute Care Hospitals","Government - Hospital District or Authority","True",164,"LEVEL III","Same as the National average","3.0"
"BON SECOURS DEPAUL MEDICAL CENTER","NORFOLK","VA","NORFOLK CITY","Acute Care Hospitals","Voluntary non-profit - Church","True",180,"NOT AVAILABLE","Same as the National average","3.0"
"AURORA SHEBOYGAN MEMORIAL MEDICAL CTR","SHEBOYGAN","WI","SHEBOYGAN","Acute Care Hospitals","Voluntary non-profit - Private","True",185,"LEVEL IV","Same as the National average","4.0"
"CHRISTUS SPOHN HOSPITAL CORPUS CHRISTI","CORPUS CHRISTI","TX","NUECES","Acute Care Hospitals","Voluntary non-profit - Private","True",341,"LEVEL II","Same as the National average","3.0"
"MEMORIAL MEDICAL CENTER","PORT LAVACA","TX","CALHOUN","Critical Access Hospitals","Government - Local","True",199,"NOT AVAILABLE","Same as the National average","4.0"
"MEMORIAL MEDICAL CENTER","PORT LAVACA","TX","CALHOUN","Critical Access Hospitals","Government - Local","True",25,"LEVEL IV","Same as the National average","4.0"
"MEMORIAL MEDICAL CENTER","PORT LAVACA","TX","CALHOUN","Critical Access Hospitals","Government - Local","True",35,"NOT AVAILABLE","Same as the National average","4.0"
"MEMORIAL MEDICAL CENTER","PORT LAVACA","TX","CALHOUN","Critical Access Hospitals","Government - Local","True",473,"LEVEL I","Same as the National average","4.0"
"WEIRTON MEDICAL CENTER","WEIRTON","WV","HANCOCK","Acute Care Hospitals","Government - Local","True",218,"LEVEL IV","Above the National average","3.0"
"COLLEGE STATION MEDICAL CENTER","COLLEGE STATION","TX","BRAZOS","Acute Care Hospitals","Proprietary","True",167,"LEVEL III","Same as the National average","3.0"
"RALEIGH GENERAL HOSPITAL","BECKLEY","WV","RALEIGH","Acute Care Hospitals","Proprietary","True",300,"LEVEL III","Above the National average","2.0"
"ASPIRUS MEDFORD HOSPITAL & CLINICS, INC","MEDFORD","WI","TAYLOR","Critical Access Hospitals","Voluntary non-profit - Private","True",25,"LEVEL III","Same as the National average","4.0"
"WYTHE COUNTY COMMUNITY HOSPITAL","WYTHEVILLE","VA","WYTHE","Acute Care Hospitals","Proprietary","True",108,"NOT AVAILABLE","Same as the National average","3.0"
"LONGVIEW REGIONAL MEDICAL CENTER","LONGVIEW","TX","GREGG","Acute Care Hospitals","Proprietary","True",230,"LEVEL III","Above the National average","4.0"
"JEFFERSON MEDICAL CENTER","RANSON","WV","JEFFERSON","Critical Access Hospitals","Voluntary non-profit - Private","True",25,"LEVEL IV","Same as the National average","3.0"
"HOUSTON COUNTY COMMUNITY HOSPITAL","ERIN","TN","HOUSTON","Acute Care Hospitals","Government - Local","True",25,"NOT AVAILABLE","Same as the National average","3.0"
"THE HOSPITAL AT WESTLAKE MEDICAL CENTER","AUSTIN","TX","TRAVIS","Acute Care Hospitals","Proprietary","True",23,"NOT AVAILABLE","Not Available","4.0"
"VIRGINIA MASON MEDICAL CENTER","SEATTLE","WA","KING","Acute Care Hospitals","Voluntary non-profit - Private","True",336,"NOT AVAILABLE","Same as the National average","4.0"
"CARILION FRANKLIN MEMORIAL HOSPITAL","ROCKY MOUNT","VA","FRANKLIN","Acute Care Hospitals","Voluntary non-profit - Other","True",37,"NOT AVAILABLE","Same as the National average","3.0"
"OAKLEAF SURGICAL HOSPITAL","ALTOONA","WI","EAU CLAIRE","Acute Care Hospitals","Proprietary","True",13,"NOT AVAILABLE","Not Available","5.0"
"THEDACARE MEDICAL CENTER - SHAWANO INC","SHAWANO","WI","SHAWANO","Critical Access Hospitals","Voluntary non-profit - Private","True",25,"LEVEL IV","Same as the National average","3.0"
"HOWARD YOUNG MEDICAL CTR","WOODRUFF","WI","ONEIDA","Acute Care Hospitals","Voluntary non-profit - Church","True",99,"NOT AVAILABLE","Same as the National average","4.0"
"LDS HOSPITAL","SALT LAKE CITY","UT","SALT LAKE","Acute Care Hospitals","Voluntary non-profit - Private","True",262,"NOT AVAILABLE","Same as the National average","4.0"
"PROVIDENCE HOLY FAMILY HOSPITAL","SPOKANE","WA","SPOKANE","Acute Care Hospitals","Voluntary non-profit - Church","True",272,"LEVEL III","Same as the National average","3.0"
"ST FRANCIS HOSPITAL","CHARLESTON","WV","KANAWHA","Acute Care Hospitals","Proprietary","True",25,"NOT AVAILABLE","Same as the National average","4.0"
"ST FRANCIS HOSPITAL","CHARLESTON","WV","KANAWHA","Acute Care Hospitals","Proprietary","True",376,"NOT AVAILABLE","Same as the National average","4.0"
"ST FRANCIS HOSPITAL","CHARLESTON","WV","KANAWHA","Acute Care Hospitals","Proprietary","True",142,"NOT AVAILABLE","Same as the National average","4.0"
"ST FRANCIS HOSPITAL","CHARLESTON","WV","KANAWHA","Acute Care Hospitals","Proprietary","True",25,"NOT AVAILABLE","Same as the National average","4.0"
"SWISHER MEMORIAL HOSPITAL","TULIA","TX","SWISHER","Critical Access Hospitals","Voluntary non-profit - Private","True",20,"LEVEL IV","Same as the National average","3.0"
"SENTARA OBICI HOSPITAL","SUFFOLK","VA","SUFFOLK CITY","Acute Care Hospitals","Voluntary non-profit - Other","True",150,"NOT AVAILABLE","Same as the National average","4.0"
"GRAYS HARBOR COMMUNITY HOSPITAL","ABERDEEN","WA","GRAYS HARBOR","Acute Care Hospitals","Voluntary non-profit - Private","True",105,"LEVEL III","Below the National average","2.0"
"MERCY WALWORTH HOSPITAL & MEDICAL CENTER","LAKE GENEVA","WI","WALWORTH","Critical Access Hospitals","Voluntary non-profit - Private","True",25,"LEVEL III","Same as the National average","3.0"
"MIDWEST ORTHOPEDIC SPECIALTY HOSPITAL","FRANKLIN","WI","MILWAUKEE","Acute Care Hospitals","Voluntary non-profit - Private","False",16,"NOT AVAILABLE","Not Available","4.0"
"SEVIER VALLEY MEDICAL CENTER","RICHFIELD","UT","SEVIER","Acute Care Hospitals","Voluntary non-profit - Private","True",29,"NOT AVAILABLE","Not Available","4.0"
"PARKWEST MEDICAL CENTER","KNOXVILLE","TN","KNOX","Acute Care Hospitals","Voluntary non-profit - Private","True",297,"NOT AVAILABLE","Below the National average","3.0"
"RHEA MEDICAL CENTER","DAYTON","TN","RHEA","Critical Access Hospitals","Government - Local","True",25,"NOT AVAILABLE","Same as the National average","2.0"
"WHIDBEY GENERAL HOSPITAL","COUPEVILLE","WA","ISLAND","Critical Access Hospitals","Government - Hospital District or Authority","True",51,"LEVEL III","Same as the National average","2.0"
"NORTHWEST TEXAS HOSPITAL","AMARILLO","TX","POTTER","Acute Care Hospitals","Voluntary non-profit - Private","True",385,"LEVEL III","Same as the National average","3.0"
"COPLEY HOSPITAL","MORRISVILLE","VT","LAMOILLE","Critical Access Hospitals","Voluntary non-profit - Private","True",25,"NOT AVAILABLE","Same as the National average","3.0"
"TRISTAR HENDERSONVILLE MEDICAL CENTER","HENDERSONVILLE","TN","SUMNER","Acute Care Hospitals","Voluntary non-profit - Other","True",159,"NOT AVAILABLE","Same as the National average","3.0"
"OAKBEND MEDICAL CENTER","RICHMOND","TX","FORT BEND","Acute Care Hospitals","Government - Hospital District or Authority","True",57,"NOT AVAILABLE","Same as the National average","3.0"
"OAKBEND MEDICAL CENTER","RICHMOND","TX","FORT BEND","Acute Care Hospitals","Government - Hospital District or Authority","True",168,"LEVEL III","Same as the National average","3.0"
"OCEAN BEACH HOSPITAL","ILWACO","WA","PACIFIC","Critical Access Hospitals","Government - Hospital District or Authority","True",25,"LEVEL IV","Same as the National average","3.0"
"PROVIDENCE CENTRALIA HOSPITAL","CENTRALIA","WA","LEWIS","Acute Care Hospitals","Voluntary non-profit - Other","True",100,"LEVEL IV","Same as the National average","3.0"
"GUNDERSEN BOSCOBEL AREA HOSPITAL AND CLINICS","BOSCOBEL","WI","GRANT","Critical Access Hospitals","Voluntary non-profit - Private","True",25,"LEVEL IV","Not Available","3.0"
"CHEYENNE REGIONAL MEDICAL CENTER","CHEYENNE","WY","LARAMIE","Acute Care Hospitals","Voluntary non-profit - Other","True",206,"RTC","Same as the National average","2.0"
"FLAMBEAU HOSPITAL","PARK FALLS","WI","PRICE","Critical Access Hospitals","Voluntary non-profit - Private","True",25,"LEVEL IV","Same as the National average","4.0"
"CYPRESS FAIRBANKS MEDICAL CENTER","HOUSTON","TX","HARRIS","Acute Care Hospitals","Proprietary","True",180,"LEVEL III","Same as the National average","3.0"
"BAPTIST MEDICAL CENTER","SAN ANTONIO","TX","BEXAR","Acute Care Hospitals","Proprietary","True",623,"LEVEL IV","Same as the National average","3.0"
"BECKLEY ARH HOSPITAL","BECKLEY","WV","RALEIGH","Acute Care Hospitals","Voluntary non-profit - Private","True",173,"LEVEL IV","Same as the National average","2.0"
"WILLIAMSON MEMORIAL HOSPITAL","WILLIAMSON","WV","MINGO","Acute Care Hospitals","Voluntary non-profit - Private","True",76,"NOT AVAILABLE","Same as the National average","3.0"
"MEMORIAL HERMANN KATY HOSPITAL","KATY","TX","HARRIS","Acute Care Hospitals","Voluntary non-profit - Private","True",208,"LEVEL IV","Same as the National average","4.0"
"UNIVERSITY MEDICAL CENTER","LUBBOCK","TX","LUBBOCK","Acute Care Hospitals","Government - Hospital District or Authority","True",190,"NOT AVAILABLE","Below the National average","3.0"
"UNIVERSITY MEDICAL CENTER","LUBBOCK","TX","LUBBOCK","Acute Care Hospitals","Government - Hospital District or Authority","True",412,"LEVEL I","Below the National average","3.0"
"INOVA MOUNT VERNON HOSPITAL","ALEXANDRIA","VA","FAIRFAX","Acute Care Hospitals","Voluntary non-profit - Private","True",237,"NOT AVAILABLE","Same as the National average","4.0"
"WARREN MEMORIAL HOSPITAL","FRONT ROYAL","VA","WARREN","Acute Care Hospitals","Voluntary non-profit - Other","True",19,"NOT AVAILABLE","Same as the National average","3.0"
"SAGEWEST HEALTH CARE","RIVERTON","WY","FREMONT","Acute Care Hospitals","Proprietary","True",159,"CTH","Same as the National average","3.0"
"BAPTIST EMERGENCY HOSPITAL","SAN ANTONIO","TX","BEXAR","Acute Care Hospitals","Proprietary","True",8,"NOT AVAILABLE","Not Available","4.0"
"BAPTIST EMERGENCY HOSPITAL","SAN ANTONIO","TX","BEXAR","Acute Care Hospitals","Proprietary","True",8,"NOT AVAILABLE","Not Available","4.0"
"BAPTIST EMERGENCY HOSPITAL","SAN ANTONIO","TX","BEXAR","Acute Care Hospitals","Proprietary","True",8,"NOT AVAILABLE","Not Available","4.0"
"CARILION TAZEWELL COMMUNITY HOSPITAL","TAZEWELL","VA","TAZEWELL","Acute Care Hospitals","Voluntary non-profit - Other","True",56,"NOT AVAILABLE","Same as the National average","3.0"
"LADD MEMORIAL HOSPITAL","OSCEOLA","WI","POLK","Critical Access Hospitals","Voluntary non-profit - Private","True",23,"LEVEL IV","Not Available","4.0"
"RIVERSIDE REGIONAL MEDICAL CENTER","NEWPORT NEWS","VA","NEWPORT NEWS CITY","Acute Care Hospitals","Voluntary non-profit - Private","True",577,"LEVEL II","Same as the National average","3.0"
"DIVINE SAVIOR HEALTHCARE","PORTAGE","WI","COLUMBIA","Acute Care Hospitals","Voluntary non-profit - Private","True",73,"LEVEL III","Same as the National average","3.0"
"SENTARA NORFOLK GENERAL HOSPITAL","NORFOLK","VA","NORFOLK CITY","Acute Care Hospitals","Voluntary non-profit - Other","True",543,"LEVEL I","Same as the National average","3.0"
"EL CAMPO MEMORIAL HOSPITAL","EL CAMPO","TX","WHARTON","Acute Care Hospitals","Voluntary non-profit - Other","True",49,"LEVEL IV","Same as the National average","3.0"
"CLINCH VALLEY MEDICAL CENTER","RICHLANDS","VA","TAZEWELL","Acute Care Hospitals","Proprietary","True",175,"NOT AVAILABLE","Above the National average","3.0"
"ASPIRUS WAUSAU HOSPITAL","WAUSAU","WI","MARATHON","Acute Care Hospitals","Proprietary","True",325,"LEVEL II","Same as the National average","3.0"
"PLEASANT VALLEY HOSPITAL","POINT PLEASANT","WV","MASON","Acute Care Hospitals","Voluntary non-profit - Private","True",201,"LEVEL IV","Same as the National average","3.0"
"BON SECOURS RICHMOND COMMUNITY HOSPITAL","RICHMOND","VA","RICHMOND CITY","Acute Care Hospitals","Voluntary non-profit - Private","True",104,"NOT AVAILABLE","Not Available","3.0"
"ST NICHOLAS HOSPITAL","SHEBOYGAN","WI","SHEBOYGAN","Acute Care Hospitals","Voluntary non-profit - Private","True",185,"LEVEL IV","Same as the National average","3.0"
"AURORA MEDICAL CTR OSHKOSH","OSHKOSH","WI","WINNEBAGO","Acute Care Hospitals","Voluntary non-profit - Private","True",84,"LEVEL III","Same as the National average","4.0"
"REEDSBURG AREA MEDICAL CENTER","REEDSBURG","WI","SAUK","Critical Access Hospitals","Voluntary non-profit - Private","True",25,"LEVEL III","Same as the National average","3.0"
"AURORA MEDICAL CTR KENOSHA","KENOSHA","WI","KENOSHA","Acute Care Hospitals","Voluntary non-profit - Private","True",74,"NOT AVAILABLE","Same as the National average","4.0"
"BUCHANAN GENERAL HOSPITAL","GRUNDY","VA","BUCHANAN","Acute Care Hospitals","Voluntary non-profit - Private","True",49,"NOT AVAILABLE","Same as the National average","3.0"
"BRIGHAM CITY COMMUNITY HOSPITAL","BRIGHAM CITY","UT","BOX ELDER","Acute Care Hospitals","Proprietary","True",49,"LEVEL IV","Not Available","3.0"
"TEXAS HEALTH PRESBYTERIAN HOSPITAL DENTON","DENTON","TX","DENTON","Acute Care Hospitals","Voluntary non-profit - Private","True",255,"NOT AVAILABLE","Above the National average","4.0"
"SETON MEDICAL CENTER HARKER HEIGHTS","HARKER HEIGHTS","TX","BELL","Acute Care Hospitals","Proprietary","True",83,"LEVEL IV","Same as the National average","4.0"
"GUNDERSEN LUTHERAN MEDICAL CENTER","LA CROSSE","WI","LA CROSSE","Acute Care Hospitals","Voluntary non-profit - Private","True",325,"LEVEL II","Below the National average","4.0"
"TRI-STATE MEMORIAL HOSPITAL","CLARKSTON","WA","ASOTIN","Critical Access Hospitals","Voluntary non-profit - Private","True",25,"LEVEL IV","Same as the National average","3.0"
"MEMORIAL HOSPITAL OF LAFAYETTE COUNTY","DARLINGTON","WI","LAFAYETTE","Critical Access Hospitals","Government - Local","True",25,"LEVEL IV","Not Available","4.0"
"CHRISTUS SPOHN HOSPITAL ALICE","ALICE","TX","JIM WELLS","Acute Care Hospitals","Voluntary non-profit - Private","True",159,"LEVEL IV","Same as the National average","3.0"
"PRESTON MEMORIAL HOSPITAL","KINGWOOD","WV","PRESTON","Critical Access Hospitals","Voluntary non-profit - Private","True",25,"LEVEL IV","Same as the National average","3.0"
"PRESTON MEMORIAL HOSPITAL","KINGWOOD","WV","PRESTON","Critical Access Hospitals","Voluntary non-profit - Private","True",25,"NOT AVAILABLE","Same as the National average","3.0"
"MEDICAL CITY DALLAS HOSPITAL","DALLAS","TX","DALLAS","Acute Care Hospitals","Proprietary","True",797,"LEVEL IV","Same as the National average","3.0"
"SAINT THOMAS HIGHLANDS HOSPITAL","SPARTA","TN","WHITE","Acute Care Hospitals","Proprietary","True",60,"NOT AVAILABLE","Same as the National average","3.0"
"AUGUSTA HEALTH","FISHERSVILLE","VA","AUGUSTA","Acute Care Hospitals","Voluntary non-profit - Private","True",255,"NOT AVAILABLE","Below the National average","3.0"
"LAKEVIEW MEDICAL CENTER","RICE LAKE","WI","BARRON","Acute Care Hospitals","Voluntary non-profit - Private","True",-999,"NOT AVAILABLE","Same as the National average","4.0"
"HIGHLINE MEDICAL CENTER","BURIEN","WA","KING","Acute Care Hospitals","Voluntary non-profit - Private","True",269,"LEVEL IV","Same as the National average","3.0"
"HAYWARD AREA MEMORIAL HOSPITAL","HAYWARD","WI","SAWYER","Critical Access Hospitals","Voluntary non-profit - Private","True",25,"NOT AVAILABLE","Same as the National average","4.0"
"WAUKESHA MEMORIAL HOSPITAL","WAUKESHA","WI","WAUKESHA","Acute Care Hospitals","Voluntary non-profit - Private","True",400,"LEVEL III","Below the National average","4.0"
"TEXAS HEALTH PRESBYTERIAN HOSPITAL FLOWER MOUND","FLOWER MOUND","TX","DENTON","Acute Care Hospitals","Proprietary","True",103,"NOT AVAILABLE","Same as the National average","3.0"
"LOGAN REGIONAL HOSPITAL","LOGAN","UT","CACHE","Acute Care Hospitals","Voluntary non-profit - Private","True",146,"LEVEL III","Same as the National average","4.0"
"WALNUT HILL MEDICAL CENTER","DALLAS","TX","DALLAS","Acute Care Hospitals","Proprietary","True",100,"NOT AVAILABLE","Same as the National average","3.0"
"ODESSA REGIONAL MEDICAL CENTER","ODESSA","TX","ECTOR","Acute Care Hospitals","Proprietary","True",230,"LEVEL IV","Same as the National average","3.0"
"LIVINGSTON REGIONAL HOSPITAL","LIVINGSTON","TN","OVERTON","Acute Care Hospitals","Voluntary non-profit - Other","True",114,"LEVEL III","Below the National average","2.0"
"LEWISGALE MEDICAL CENTER","SALEM","VA","SALEM","Acute Care Hospitals","Voluntary non-profit - Other","True",506,"NOT AVAILABLE","Same as the National average","3.0"
"AURORA MEDICAL CTR MANITOWOC COUNTY","TWO RIVERS","WI","MANITOWOC","Acute Care Hospitals","Voluntary non-profit - Private","True",69,"LEVEL III","Same as the National average","4.0"
"HILL REGIONAL HOSPITAL","HILLSBORO","TX","HILL","Acute Care Hospitals","Voluntary non-profit - Private","True",116,"LEVEL IV","Same as the National average","3.0"
"MEDINA REGIONAL HOSPITAL","HONDO","TX","MEDINA","Critical Access Hospitals","Government - Hospital District or Authority","True",25,"LEVEL IV","Same as the National average","4.0"
"ST CROIX REGIONAL MEDICAL CENTER","SAINT CROIX FALLS","WI","POLK","Critical Access Hospitals","Voluntary non-profit - Private","True",25,"LEVEL IV","Same as the National average","3.0"
"STOUGHTON HOSPITAL","STOUGHTON","WI","DANE","Critical Access Hospitals","Voluntary non-profit - Private","True",35,"LEVEL IV","Not Available","4.0"
"HARRISON MEMORIAL HOSPITAL","BREMERTON","WA","KITSAP","Acute Care Hospitals","Voluntary non-profit - Private","True",61,"LEVEL IV","Below the National average","2.0"
"SOUTHSIDE REGIONAL MEDICAL CENTER","PETERSBURG","VA","PETERSBURG CITY","Acute Care Hospitals","Proprietary","True",300,"LEVEL III","Same as the National average","2.0"
"AMERICAN FORK HOSPITAL","AMERICAN FORK","UT","UTAH","Acute Care Hospitals","Voluntary non-profit - Private","True",89,"LEVEL IV","Not Available","4.0"
"COVENANT MEDICAL CENTER","LUBBOCK","TX","LUBBOCK","Acute Care Hospitals","Voluntary non-profit - Church","True",277,"LEVEL II, LEVEL II PEDIATRIC","Same as the National average","4.0"
"COVENANT MEDICAL CENTER","LUBBOCK","TX","LUBBOCK","Acute Care Hospitals","Voluntary non-profit - Church","True",346,"LEVEL III","Same as the National average","4.0"
"COVENANT MEDICAL CENTER","LUBBOCK","TX","LUBBOCK","Acute Care Hospitals","Voluntary non-profit - Church","True",525,"LEVEL II","Same as the National average","4.0"
"JOHNSTON MEMORIAL HOSPITAL","ABINGDON","VA","WASHINGTON","Acute Care Hospitals","Voluntary non-profit - Private","True",135,"NOT AVAILABLE","Same as the National average","3.0"
"JOHNSTON MEMORIAL HOSPITAL","ABINGDON","VA","WASHINGTON","Acute Care Hospitals","Voluntary non-profit - Private","True",116,"NOT AVAILABLE","Same as the National average","3.0"
"PARKRIDGE MEDICAL CENTER","CHATTANOOGA","TN","HAMILTON","Acute Care Hospitals","Proprietary","True",275,"NOT AVAILABLE","Same as the National average","3.0"
"VALLEY HOSPITAL","SPOKANE","WA","SPOKANE","Acute Care Hospitals","Proprietary","True",446,"NOT AVAILABLE","Same as the National average","3.0"
"VALLEY HOSPITAL","SPOKANE","WA","SPOKANE","Acute Care Hospitals","Proprietary","True",122,"NOT AVAILABLE","Same as the National average","3.0"
"GOOD SHEPHERD MEDICAL CENTER","LONGVIEW","TX","GREGG","Acute Care Hospitals","Voluntary non-profit - Private","True",425,"LEVEL III","Below the National average","3.0"
"TIMPANOGOS REGIONAL HOSPITAL","OREM","UT","UTAH","Acute Care Hospitals","Proprietary","True",122,"LEVEL IV","Same as the National average","4.0"
